Entity,Code,Year,Ratio
Afghanistan,AFG,1970,0.768169999
Afghanistan,AFG,1971,0.923940003
Afghanistan,AFG,1972,0.952409983
Afghanistan,AFG,1973,1.097450018
Afghanistan,AFG,1974,1.026200056
Afghanistan,AFG,1975,1.080119967
Afghanistan,AFG,1976,1.222640038
Afghanistan,AFG,1977,1.358270049
Afghanistan,AFG,1978,1.746610045
Afghanistan,AFG,1979,1.881790042
Afghanistan,AFG,1982,1.744120002
Afghanistan,AFG,1986,2.204299927
Afghanistan,AFG,1987,1.743430018
Afghanistan,AFG,1990,2.273169994
Afghanistan,AFG,2003,1.256839991
Afghanistan,AFG,2004,1.256029963
Afghanistan,AFG,2009,3.903389931
Afghanistan,AFG,2011,3.755980015
Afghanistan,AFG,2014,8.662799835
Albania,ALB,1971,13.90859032
Albania,ALB,1972,14.92860985
Albania,ALB,1978,5.831719875
Albania,ALB,1981,5.189660072
Albania,ALB,1983,5.926320076
Albania,ALB,1984,6.560269833
Albania,ALB,1985,7.026239872
Albania,ALB,1986,7.221590042
Albania,ALB,1987,7.327420235
Albania,ALB,1988,7.738810062
Albania,ALB,1989,8.149889946
Albania,ALB,1990,8.369110107
Albania,ALB,1991,8.859930038
Albania,ALB,1992,9.29417038
Albania,ALB,1993,11.18873978
Albania,ALB,1994,10.6477499
Albania,ALB,1995,10.22033978
Albania,ALB,1996,10.96304989
Albania,ALB,1997,12.73375988
Albania,ALB,1998,13.59475994
Albania,ALB,1999,14.80504036
Albania,ALB,2000,15.6037302
Albania,ALB,2001,15.97496033
Albania,ALB,2002,16.43170929
Albania,ALB,2003,16.80555916
Albania,ALB,2004,20.05554008
Albania,ALB,2005,23.31110001
Albania,ALB,2006,26.62043953
Albania,ALB,2007,30.65366936
Albania,ALB,2008,32.07780075
Albania,ALB,2009,33.40074921
Albania,ALB,2010,44.54064941
Albania,ALB,2011,49.67039871
Albania,ALB,2012,58.56549072
Albania,ALB,2013,62.54776001
Albania,ALB,2014,62.70684814
Albania,ALB,2015,58.10995102
Algeria,DZA,1987,8.997110367
Algeria,DZA,1988,8.819529533
Algeria,DZA,1990,10.24524975
Algeria,DZA,1991,10.96181011
Algeria,DZA,1992,11.09426022
Algeria,DZA,1993,10.9375
Algeria,DZA,1994,10.4201498
Algeria,DZA,1995,10.10529041
Algeria,DZA,1996,11.36205959
Algeria,DZA,1999,13.65025043
Algeria,DZA,2001,15.56346035
Algeria,DZA,2002,17.27210999
Algeria,DZA,2003,18.47307014
Algeria,DZA,2004,19.04335976
Algeria,DZA,2005,20.76147079
Algeria,DZA,2006,21.2300396
Algeria,DZA,2007,23.4881897
Algeria,DZA,2009,29.81871986
Algeria,DZA,2010,29.83456039
Algeria,DZA,2011,31.20259094
Algeria,DZA,2012,32.23133087
Algeria,DZA,2013,33.96575928
Algeria,DZA,2014,34.59381104
Algeria,DZA,2015,36.92227936
Angola,AGO,1988,0.565559983
Angola,AGO,1989,0.546549976
Angola,AGO,1990,0.568279982
Angola,AGO,1991,0.572730005
Angola,AGO,1992,0.535279989
Angola,AGO,1998,0.598010004
Angola,AGO,1999,0.545960009
Angola,AGO,2002,0.796679974
Angola,AGO,2003,2.951679945
Angola,AGO,2004,2.219850063
Angola,AGO,2005,2.748780012
Angola,AGO,2006,2.69178009
Angola,AGO,2011,6.946090221
Angola,AGO,2013,9.923569679
Angola,AGO,2015,9.308019638
Antigua and Barbuda,ATG,2009,14.81005001
Antigua and Barbuda,ATG,2010,16.2319603
Antigua and Barbuda,ATG,2011,14.36835957
Antigua and Barbuda,ATG,2012,23.48624039
Arab World,,1970,5.89729023
Arab World,,1971,5.890620232
Arab World,,1972,6.169499874
Arab World,,1973,6.531239986
Arab World,,1974,6.933239937
Arab World,,1975,7.477839947
Arab World,,1976,8.1353302
Arab World,,1977,8.775919914
Arab World,,1978,9.215439796
Arab World,,1979,9.260569572
Arab World,,1980,9.604240417
Arab World,,1981,10.18299961
Arab World,,1982,10.55512047
Arab World,,1983,10.73174
Arab World,,1984,11.01675987
Arab World,,1985,11.02036953
Arab World,,1986,11.34041023
Arab World,,1987,11.39387035
Arab World,,1988,11.45440006
Arab World,,1989,11.11903
Arab World,,1990,11.1700201
Arab World,,1991,10.89175987
Arab World,,1992,11.49475956
Arab World,,1993,12.38010979
Arab World,,1994,12.98278999
Arab World,,1995,13.81888008
Arab World,,1996,14.79934978
Arab World,,1997,15.72509956
Arab World,,1998,16.5283699
Arab World,,1999,17.91176033
Arab World,,2000,18.16090012
Arab World,,2001,18.76543045
Arab World,,2002,19.56946945
Arab World,,2003,19.55899048
Arab World,,2004,20.69919014
Arab World,,2005,21.73147964
Arab World,,2006,22.19148064
Arab World,,2007,22.73653984
Arab World,,2008,23.43787003
Arab World,,2009,24.09880066
Arab World,,2010,24.76180077
Arab World,,2011,24.27387047
Arab World,,2012,25.77601051
Arab World,,2013,27.33033943
Arab World,,2014,28.17495918
Argentina,ARG,1970,13.40614986
Argentina,ARG,1971,15.37014961
Argentina,ARG,1972,16.4440403
Argentina,ARG,1973,19.48681068
Argentina,ARG,1974,22.54319954
Argentina,ARG,1975,26.71619034
Argentina,ARG,1976,26.81933022
Argentina,ARG,1977,23.87801933
Argentina,ARG,1978,21.23912048
Argentina,ARG,1979,22.13986969
Argentina,ARG,1980,21.72821045
Argentina,ARG,1981,23.17509079
Argentina,ARG,1982,23.96018982
Argentina,ARG,1983,24.99453926
Argentina,ARG,1984,28.84490967
Argentina,ARG,1985,35.64609909
Argentina,ARG,1986,37.51216888
Argentina,ARG,1987,39.27062988
Argentina,ARG,1991,38.22399902
Argentina,ARG,1994,36.78813934
Argentina,ARG,1998,46.0893898
Argentina,ARG,1999,47.97647858
Argentina,ARG,2000,53.17573929
Argentina,ARG,2001,58.33248901
Argentina,ARG,2002,62.23300934
Argentina,ARG,2003,64.80724335
Argentina,ARG,2004,65.23638916
Argentina,ARG,2005,63.78536987
Argentina,ARG,2006,66.83110046
Argentina,ARG,2007,66.35090637
Argentina,ARG,2008,68.14135742
Argentina,ARG,2009,70.53328705
Argentina,ARG,2010,73.93920135
Argentina,ARG,2011,77.45388794
Argentina,ARG,2012,78.9728775
Argentina,ARG,2013,79.98670197
Argentina,ARG,2014,82.91738892
Armenia,ARM,1986,17.56690025
Armenia,ARM,1988,18.79902077
Armenia,ARM,1989,20.45326996
Armenia,ARM,1990,23.24662018
Armenia,ARM,1991,25.42108917
Armenia,ARM,1992,25.40695953
Armenia,ARM,1993,23.06498909
Armenia,ARM,1994,19.11833954
Armenia,ARM,1995,19.01828957
Armenia,ARM,1996,16.81749916
Armenia,ARM,1997,22.4745903
Armenia,ARM,1998,33.10496902
Armenia,ARM,1999,34.6208992
Armenia,ARM,2000,34.85655975
Armenia,ARM,2001,32.81435013
Armenia,ARM,2002,35.23865891
Armenia,ARM,2003,36.20452118
Armenia,ARM,2004,36.79804993
Armenia,ARM,2005,38.36658859
Armenia,ARM,2006,41.76501846
Armenia,ARM,2007,44.3306694
Armenia,ARM,2008,46.59685135
Armenia,ARM,2009,49.14133835
Armenia,ARM,2010,50.64429855
Armenia,ARM,2011,51.00141907
Armenia,ARM,2012,43.9144783
Armenia,ARM,2013,43.31090164
Armenia,ARM,2014,44.25460815
Armenia,ARM,2015,44.30950165
Aruba,ABW,1999,28.06677055
Aruba,ABW,2000,29.65608025
Aruba,ABW,2001,29.05586052
Aruba,ABW,2002,26.69796944
Aruba,ABW,2003,26.7562809
Aruba,ABW,2004,26.30441093
Aruba,ABW,2005,31.68346977
Aruba,ABW,2006,30.90319061
Aruba,ABW,2007,33.92612839
Aruba,ABW,2008,35.24048996
Aruba,ABW,2009,35.36231995
Aruba,ABW,2010,37.35770035
Aruba,ABW,2011,38.73762131
Aruba,ABW,2012,37.75569153
Aruba,ABW,2013,16.19582939
Aruba,ABW,2014,16.4054203
Aruba,ABW,2015,15.27377987
Australia,AUS,1970,15.76842022
Australia,AUS,1971,17.03278923
Australia,AUS,1972,18.30623055
Australia,AUS,1973,19.50226974
Australia,AUS,1974,21.71735001
Australia,AUS,1975,23.17724991
Australia,AUS,1976,23.9734993
Australia,AUS,1977,24.34009933
Australia,AUS,1978,24.68696976
Australia,AUS,1979,24.91366005
Australia,AUS,1980,25.07077026
Australia,AUS,1981,25.50539017
Australia,AUS,1982,25.56134987
Australia,AUS,1983,26.27421951
Australia,AUS,1984,26.90188026
Australia,AUS,1985,27.78528023
Australia,AUS,1986,29.35474014
Australia,AUS,1987,29.4972496
Australia,AUS,1988,31.27886963
Australia,AUS,1989,32.40879822
Australia,AUS,1990,35.08403015
Australia,AUS,1991,38.01018143
Australia,AUS,1992,39.38840866
Australia,AUS,1993,65.06017303
Australia,AUS,1994,66.48654175
Australia,AUS,1995,70.20423889
Australia,AUS,1996,75.16773224
Australia,AUS,1997,80.4278183
Australia,AUS,1998,68.47367859
Australia,AUS,1999,67.28881073
Australia,AUS,2000,67.03890991
Australia,AUS,2001,67.00505066
Australia,AUS,2002,75.75243378
Australia,AUS,2003,73.39425659
Australia,AUS,2004,71.69843292
Australia,AUS,2005,72.29192352
Australia,AUS,2006,71.48291779
Australia,AUS,2007,72.51995087
Australia,AUS,2008,72.91854095
Australia,AUS,2009,76.76537323
Australia,AUS,2010,80.91708374
Australia,AUS,2011,83.47075653
Australia,AUS,2012,85.41391754
Australia,AUS,2013,86.55455017
Australia,AUS,2014,90.3065033
Austria,AUT,1971,12.21125031
Austria,AUT,1972,13.69206047
Austria,AUT,1973,15.13974953
Austria,AUT,1974,16.02931976
Austria,AUT,1975,16.71044922
Austria,AUT,1976,18.5812397
Austria,AUT,1977,19.3144207
Austria,AUT,1978,19.75102043
Austria,AUT,1979,20.45331955
Austria,AUT,1980,21.39269066
Austria,AUT,1981,22.32932091
Austria,AUT,1982,22.49537086
Austria,AUT,1983,23.02132988
Austria,AUT,1984,23.97761917
Austria,AUT,1985,25.56060982
Austria,AUT,1986,26.74003983
Austria,AUT,1987,27.85111046
Austria,AUT,1988,29.40320969
Austria,AUT,1989,30.62068939
Austria,AUT,1990,32.57228851
Austria,AUT,1991,34.73540878
Austria,AUT,1992,37.66069031
Austria,AUT,1993,39.82632828
Austria,AUT,1994,42.32712936
Austria,AUT,1995,45.04552841
Austria,AUT,1996,47.56636047
Austria,AUT,1997,49.64730072
Austria,AUT,1998,52.48339081
Austria,AUT,1999,54.51760864
Austria,AUT,2000,56.57257843
Austria,AUT,2001,56.80604172
Austria,AUT,2002,46.53516006
Austria,AUT,2003,46.42351913
Austria,AUT,2004,47.20038986
Austria,AUT,2005,47.78224182
Austria,AUT,2006,49.41302872
Austria,AUT,2007,51.22851944
Austria,AUT,2008,56.14997864
Austria,AUT,2009,60.71657944
Austria,AUT,2010,68.73217773
Austria,AUT,2011,71.0109024
Austria,AUT,2012,72.31488037
Austria,AUT,2013,80.38678741
Austria,AUT,2014,79.99864197
Austria,AUT,2015,81.54051208
Azerbaijan,AZE,1981,23.84296036
Azerbaijan,AZE,1986,24.38806915
Azerbaijan,AZE,1988,25.10750961
Azerbaijan,AZE,1989,23.97125053
Azerbaijan,AZE,1990,23.34831047
Azerbaijan,AZE,1991,23.65213013
Azerbaijan,AZE,1992,24.28284073
Azerbaijan,AZE,1993,21.4721508
Azerbaijan,AZE,1994,18.74534988
Azerbaijan,AZE,1995,17.83369064
Azerbaijan,AZE,1996,17.56649971
Azerbaijan,AZE,1997,17.20255089
Azerbaijan,AZE,2006,19.78945923
Azerbaijan,AZE,2007,19.36459923
Azerbaijan,AZE,2008,19.04788971
Azerbaijan,AZE,2009,19.05771065
Azerbaijan,AZE,2010,19.26004028
Azerbaijan,AZE,2011,19.64731026
Azerbaijan,AZE,2012,20.4384594
Azerbaijan,AZE,2013,21.44042969
Azerbaijan,AZE,2014,23.15973091
Azerbaijan,AZE,2015,25.48320007
Bahamas,BHS,1977,30.13203049
Bahamas,BHS,1978,27.53458023
Bahamas,BHS,1979,25.74852943
Bahamas,BHS,1980,18.71833038
Bahamas,BHS,1981,16.35172081
Bahamas,BHS,1982,15.19962978
Bahamas,BHS,1983,11.63673019
Bahamas,BHS,1984,13.54891968
Bahamas,BHS,1985,15.00415993
Bahamas,BHS,1986,17.45377922
Bahamas,BHS,1987,19.36623955
Bahamas,BHS,1988,20.94272041
Bahamas,BHS,1995,15.05303001
Bahrain,BHR,1971,1.513560057
Bahrain,BHR,1972,1.432240009
Bahrain,BHR,1973,1.432469964
Bahrain,BHR,1974,2.239300013
Bahrain,BHR,1975,2.238430023
Bahrain,BHR,1976,2.194890022
Bahrain,BHR,1977,3.520760059
Bahrain,BHR,1978,3.251620054
Bahrain,BHR,1979,2.764270067
Bahrain,BHR,1980,3.223119974
Bahrain,BHR,1981,4.678649902
Bahrain,BHR,1982,5.886919975
Bahrain,BHR,1985,12.16149998
Bahrain,BHR,1986,12.71714973
Bahrain,BHR,1987,9.544130325
Bahrain,BHR,1988,13.29312992
Bahrain,BHR,1991,17.22944069
Bahrain,BHR,1992,16.95248985
Bahrain,BHR,1993,17.55381966
Bahrain,BHR,1994,16.76971054
Bahrain,BHR,1995,16.56093025
Bahrain,BHR,1996,17.60573959
Bahrain,BHR,1999,21.64746094
Bahrain,BHR,2003,27.94310951
Bahrain,BHR,2005,23.95824051
Bahrain,BHR,2006,22.79460907
Bahrain,BHR,2011,43.96572113
Bahrain,BHR,2012,43.18819046
Bahrain,BHR,2013,39.52645874
Bahrain,BHR,2014,41.30863953
Bahrain,BHR,2015,43.26322937
Bangladesh,BGD,1970,2.131910086
Bangladesh,BGD,1972,2.458359957
Bangladesh,BGD,1973,2.569000006
Bangladesh,BGD,1974,3.363339901
Bangladesh,BGD,1976,2.781909943
Bangladesh,BGD,1977,2.976020098
Bangladesh,BGD,1978,2.358850002
Bangladesh,BGD,1979,3.313230038
Bangladesh,BGD,1980,3.189549923
Bangladesh,BGD,1981,3.036600113
Bangladesh,BGD,1982,3.72874999
Bangladesh,BGD,1983,4.580029964
Bangladesh,BGD,1984,4.926589966
Bangladesh,BGD,1985,4.982689857
Bangladesh,BGD,1986,4.843900204
Bangladesh,BGD,1987,4.190859795
Bangladesh,BGD,1988,3.600169897
Bangladesh,BGD,1989,3.560930014
Bangladesh,BGD,1990,4.088009834
Bangladesh,BGD,1999,5.456560135
Bangladesh,BGD,2000,5.445340157
Bangladesh,BGD,2001,6.426919937
Bangladesh,BGD,2002,6.130790234
Bangladesh,BGD,2003,6.177800179
Bangladesh,BGD,2004,5.694300175
Bangladesh,BGD,2005,6.235270023
Bangladesh,BGD,2006,7.121930122
Bangladesh,BGD,2007,7.678040028
Bangladesh,BGD,2008,8.607930183
Bangladesh,BGD,2009,10.52058029
Bangladesh,BGD,2011,13.28069019
Bangladesh,BGD,2012,13.38656044
Bangladesh,BGD,2014,13.44079971
Barbados,BRB,1971,3.208709955
Barbados,BRB,1972,4.211559772
Barbados,BRB,1973,5.101550102
Barbados,BRB,1974,5.543379784
Barbados,BRB,1981,14.41849995
Barbados,BRB,1982,17.57233047
Barbados,BRB,1984,18.62751961
Barbados,BRB,1985,19.36499977
Barbados,BRB,1989,16.81125069
Barbados,BRB,1990,16.75488091
Barbados,BRB,1991,26.12435913
Barbados,BRB,1992,27.39311981
Barbados,BRB,1993,25.50795937
Barbados,BRB,1999,34.97016144
Barbados,BRB,2000,40.58102036
Barbados,BRB,2001,39.82331848
Barbados,BRB,2007,59.74332047
Barbados,BRB,2009,75.71624756
Barbados,BRB,2010,69.81481171
Barbados,BRB,2011,65.43222809
Belarus,BLR,1971,40.93048859
Belarus,BLR,1976,37.03194046
Belarus,BLR,1980,37.80643082
Belarus,BLR,1981,39.22813034
Belarus,BLR,1982,39.55479813
Belarus,BLR,1983,40.74359131
Belarus,BLR,1984,42.05500031
Belarus,BLR,1985,43.7447319
Belarus,BLR,1986,44.74734879
Belarus,BLR,1987,45.76441956
Belarus,BLR,1988,46.70534134
Belarus,BLR,1989,47.33892059
Belarus,BLR,1990,48.77965927
Belarus,BLR,1991,47.65230179
Belarus,BLR,1992,43.8624115
Belarus,BLR,1993,43.34128952
Belarus,BLR,1994,41.43178177
Belarus,BLR,1995,40.50616074
Belarus,BLR,1996,44.69694138
Belarus,BLR,1997,45.36336136
Belarus,BLR,1998,49.4004097
Belarus,BLR,1999,52.30474854
Belarus,BLR,2000,54.61008072
Belarus,BLR,2001,56.89664841
Belarus,BLR,2002,59.36820984
Belarus,BLR,2003,62.12060928
Belarus,BLR,2004,64.34111786
Belarus,BLR,2005,67.0785675
Belarus,BLR,2006,69.44774628
Belarus,BLR,2007,71.59916687
Belarus,BLR,2008,71.24411774
Belarus,BLR,2009,74.45832062
Belarus,BLR,2010,79.42101288
Belarus,BLR,2011,85.70139313
Belarus,BLR,2012,90.43713379
Belarus,BLR,2013,91.0297699
Belarus,BLR,2014,88.85703278
Belarus,BLR,2015,87.94074249
Belgium,BEL,1971,16.86411095
Belgium,BEL,1972,17.37737083
Belgium,BEL,1973,19.42843056
Belgium,BEL,1974,20.45516014
Belgium,BEL,1975,20.7282505
Belgium,BEL,1978,24.00634003
Belgium,BEL,1979,25.26453018
Belgium,BEL,1980,24.82541084
Belgium,BEL,1981,24.32407951
Belgium,BEL,1982,26.33540916
Belgium,BEL,1983,27.13496017
Belgium,BEL,1984,28.22407913
Belgium,BEL,1985,30.95516014
Belgium,BEL,1986,31.76913071
Belgium,BEL,1987,33.19422913
Belgium,BEL,1988,34.3397789
Belgium,BEL,1989,36.04117966
Belgium,BEL,1990,38.33956146
Belgium,BEL,1991,39.91775131
Belgium,BEL,1993,45.82558823
Belgium,BEL,1994,48.89458847
Belgium,BEL,1995,54.39588165
Belgium,BEL,1996,56.23701096
Belgium,BEL,1999,56.69519043
Belgium,BEL,2000,57.5497818
Belgium,BEL,2001,58.24526978
Belgium,BEL,2002,59.11626816
Belgium,BEL,2003,59.86478043
Belgium,BEL,2004,61.24803162
Belgium,BEL,2005,61.40420151
Belgium,BEL,2006,61.95885849
Belgium,BEL,2007,61.34976959
Belgium,BEL,2008,62.10216904
Belgium,BEL,2009,65.19814301
Belgium,BEL,2010,67.71092224
Belgium,BEL,2011,69.72563171
Belgium,BEL,2012,71.24436951
Belgium,BEL,2013,72.30957031
Belgium,BEL,2014,73.31880188
Belgium,BEL,2015,75.03682709
Belize,BLZ,1971,1.03271997
Belize,BLZ,1972,0.845669985
Belize,BLZ,1974,0.895399988
Belize,BLZ,1975,0.941709995
Belize,BLZ,2001,14.66629982
Belize,BLZ,2002,16.50700951
Belize,BLZ,2003,15.8401804
Belize,BLZ,2004,15.40738964
Belize,BLZ,2005,16.0301609
Belize,BLZ,2006,17.03046036
Belize,BLZ,2007,18.18984032
Belize,BLZ,2008,19.10354042
Belize,BLZ,2009,22.41007996
Belize,BLZ,2010,21.87334061
Belize,BLZ,2011,21.92108917
Belize,BLZ,2012,24.33289909
Belize,BLZ,2013,24.18479919
Belize,BLZ,2015,23.29034996
Benin,BEN,1971,0.129160002
Benin,BEN,1972,0.236819997
Benin,BEN,1973,0.431349993
Benin,BEN,1974,0.709200025
Benin,BEN,1975,0.684800029
Benin,BEN,1976,0.740019977
Benin,BEN,1977,0.983739972
Benin,BEN,1978,1.087190032
Benin,BEN,1979,0.964129984
Benin,BEN,1980,1.048689961
Benin,BEN,1981,1.438899994
Benin,BEN,1982,1.710540056
Benin,BEN,1983,1.853839993
Benin,BEN,1984,1.917160034
Benin,BEN,1985,1.984300017
Benin,BEN,1986,2.377569914
Benin,BEN,1987,2.25545001
Benin,BEN,1988,2.188829899
Benin,BEN,1989,2.328530073
Benin,BEN,1990,2.122479916
Benin,BEN,1991,2.420840025
Benin,BEN,1992,2.271150112
Benin,BEN,1993,2.048609972
Benin,BEN,1994,2.091589928
Benin,BEN,1995,2.089649916
Benin,BEN,1996,2.06137991
Benin,BEN,1997,2.51079011
Benin,BEN,1999,3.229629993
Benin,BEN,2000,3.681040049
Benin,BEN,2001,4.464389801
Benin,BEN,2002,5.264689922
Benin,BEN,2003,5.819910049
Benin,BEN,2004,5.872039795
Benin,BEN,2005,5.784349918
Benin,BEN,2006,6.641930103
Benin,BEN,2007,7.903719902
Benin,BEN,2008,7.78704977
Benin,BEN,2009,9.870059967
Benin,BEN,2010,13.25990963
Benin,BEN,2011,12.36511993
Benin,BEN,2012,13.42121983
Benin,BEN,2013,15.36277962
Bermuda,BMU,1979,7.699180126
Bermuda,BMU,1980,9.963100433
Bermuda,BMU,1981,10.59972
Bermuda,BMU,2006,30.01988029
Bermuda,BMU,2007,26.17432976
Bermuda,BMU,2008,25.92593002
Bermuda,BMU,2009,32.11095047
Bermuda,BMU,2010,29.8167305
Bermuda,BMU,2011,31.16543961
Bermuda,BMU,2012,30.80260086
Bermuda,BMU,2013,29.56159973
Bermuda,BMU,2014,27.45973015
Bermuda,BMU,2015,24.30069923
Bhutan,BTN,1978,0.404929996
Bhutan,BTN,1979,0.74138999
Bhutan,BTN,1980,0.881900012
Bhutan,BTN,1983,0.738990009
Bhutan,BTN,1999,2.746309996
Bhutan,BTN,2005,4.743850231
Bhutan,BTN,2006,4.987659931
Bhutan,BTN,2007,5.398439884
Bhutan,BTN,2008,6.461229801
Bhutan,BTN,2009,6.277480125
Bhutan,BTN,2010,7.007679939
Bhutan,BTN,2011,8.741559982
Bhutan,BTN,2012,9.441300392
Bhutan,BTN,2013,10.92693043
Bolivia,BOL,1970,8.36534977
Bolivia,BOL,1971,7.534870148
Bolivia,BOL,1972,6.976210117
Bolivia,BOL,1973,7.454810143
Bolivia,BOL,1974,9.276350021
Bolivia,BOL,1989,20.30830956
Bolivia,BOL,1996,24.93843079
Bolivia,BOL,1998,28.71236992
Bolivia,BOL,1999,31.08946037
Bolivia,BOL,2000,33.56229019
Bolivia,BOL,2001,35.72240829
Bolivia,BOL,2002,36.19218063
Bolivia,BOL,2003,38.72576141
Bolivia,BOL,2004,39.09473038
Bolivia,BOL,2007,38.39057159
Bosnia and Herzegovina,BIH,2000,20.95005035
Bosnia and Herzegovina,BIH,2001,22.45634079
Bosnia and Herzegovina,BIH,2002,22.1083107
Botswana,BWA,1970,0
Botswana,BWA,1971,0
Botswana,BWA,1972,0.287409991
Botswana,BWA,1973,0.332060009
Botswana,BWA,1974,0.370570004
Botswana,BWA,1975,0.573189974
Botswana,BWA,1976,0.620350003
Botswana,BWA,1977,0.709010005
Botswana,BWA,1978,0.843069971
Botswana,BWA,1979,0.923340023
Botswana,BWA,1980,1.12451005
Botswana,BWA,1981,1.184599996
Botswana,BWA,1982,1.340469956
Botswana,BWA,1983,1.426509976
Botswana,BWA,1984,1.64241004
Botswana,BWA,1985,1.832229972
Botswana,BWA,1986,2.186749935
Botswana,BWA,1987,2.437259912
Botswana,BWA,1991,4.185070038
Botswana,BWA,1993,4.936329842
Botswana,BWA,1994,5.36796999
Botswana,BWA,1995,5.072659969
Botswana,BWA,1996,5.442399979
Botswana,BWA,1998,5.794079781
Botswana,BWA,1999,6.120510101
Botswana,BWA,2000,6.879330158
Botswana,BWA,2001,7.4302001
Botswana,BWA,2002,7.757589817
Botswana,BWA,2003,9.00992012
Botswana,BWA,2004,9.492659569
Botswana,BWA,2005,9.166080475
Botswana,BWA,2006,10.00275993
Botswana,BWA,2007,10.18006992
Botswana,BWA,2008,14.17216015
Botswana,BWA,2009,21.72014046
Botswana,BWA,2010,19.17169952
Botswana,BWA,2011,17.13014984
Botswana,BWA,2012,21.11516953
Botswana,BWA,2014,25.03587914
Botswana,BWA,2015,27.53108978
Botswana,BWA,2016,23.4330101
Brazil,BRA,1999,16.08415985
Brazil,BRA,2001,18.15427971
Brazil,BRA,2002,20.69566917
Brazil,BRA,2003,23.21698952
Brazil,BRA,2004,24.49123955
Brazil,BRA,2005,25.98962975
Brazil,BRA,2007,30.78668976
Brazil,BRA,2008,35.56209946
Brazil,BRA,2009,37.03839874
Brazil,BRA,2011,43.45983124
Brazil,BRA,2012,45.2390213
Brazil,BRA,2013,46.44657898
Brazil,BRA,2014,49.27983856
Brazil,BRA,2015,50.60491943
British Virgin Islands,VGB,2002,47.43429184
British Virgin Islands,VGB,2004,68.47498322
British Virgin Islands,VGB,2009,62.48709869
British Virgin Islands,VGB,2015,41.64149094
Brunei,BRN,1977,1.951879978
Brunei,BRN,1979,2.161950111
Brunei,BRN,1983,1.013110042
Brunei,BRN,1984,2.886349916
Brunei,BRN,1986,2.914649963
Brunei,BRN,1987,4.317629814
Brunei,BRN,1992,5.399730206
Brunei,BRN,1993,5.570879936
Brunei,BRN,1994,5.820509911
Brunei,BRN,1998,9.778420448
Brunei,BRN,1999,12.01867962
Brunei,BRN,2000,12.69112968
Brunei,BRN,2001,14.2457304
Brunei,BRN,2002,13.98145962
Brunei,BRN,2003,14.16464043
Brunei,BRN,2004,14.93257999
Brunei,BRN,2005,14.83329964
Brunei,BRN,2006,14.75751972
Brunei,BRN,2007,15.24612045
Brunei,BRN,2008,15.95436001
Brunei,BRN,2009,16.97945023
Brunei,BRN,2010,15.65480995
Brunei,BRN,2011,17.62656021
Brunei,BRN,2012,22.55349922
Brunei,BRN,2013,24.28566933
Brunei,BRN,2014,31.72533989
Brunei,BRN,2015,30.84477997
Bulgaria,BGR,1971,14.28135014
Bulgaria,BGR,1972,15.54001045
Bulgaria,BGR,1973,17.18309975
Bulgaria,BGR,1974,18.08501053
Bulgaria,BGR,1975,19.12070084
Bulgaria,BGR,1976,19.51288033
Bulgaria,BGR,1977,19.84435081
Bulgaria,BGR,1978,22.09383965
Bulgaria,BGR,1979,18.33872032
Bulgaria,BGR,1980,17.15370941
Bulgaria,BGR,1981,16.18264008
Bulgaria,BGR,1982,15.70398998
Bulgaria,BGR,1983,15.46625996
Bulgaria,BGR,1984,16.03153038
Bulgaria,BGR,1985,17.06952095
Bulgaria,BGR,1986,18.73819923
Bulgaria,BGR,1987,20.78952026
Bulgaria,BGR,1988,22.58201027
Bulgaria,BGR,1989,25.04838943
Bulgaria,BGR,1990,26.19759941
Bulgaria,BGR,1991,31.03787041
Bulgaria,BGR,1992,30.44894981
Bulgaria,BGR,1993,31.91851997
Bulgaria,BGR,1994,33.68542099
Bulgaria,BGR,1995,36.51942825
Bulgaria,BGR,1996,41.08354187
Bulgaria,BGR,1997,43.17401123
Bulgaria,BGR,1998,43.07300186
Bulgaria,BGR,1999,45.20162964
Bulgaria,BGR,2000,44.49129868
Bulgaria,BGR,2001,43.01794052
Bulgaria,BGR,2002,40.86594009
Bulgaria,BGR,2003,41.52048111
Bulgaria,BGR,2004,41.93650818
Bulgaria,BGR,2005,44.27005005
Bulgaria,BGR,2006,45.81988907
Bulgaria,BGR,2007,49.52777863
Bulgaria,BGR,2008,51.35054016
Bulgaria,BGR,2009,54.11346054
Bulgaria,BGR,2010,58.01100159
Bulgaria,BGR,2011,59.62535858
Bulgaria,BGR,2012,62.74134064
Bulgaria,BGR,2013,66.53833771
Bulgaria,BGR,2014,70.78562927
Bulgaria,BGR,2015,73.93419647
Burkina Faso,BFA,1971,0.03754
Burkina Faso,BFA,1972,0.04693
Burkina Faso,BFA,1973,0.054949999
Burkina Faso,BFA,1974,0.08602
Burkina Faso,BFA,1975,0.101199999
Burkina Faso,BFA,1976,0.201790005
Burkina Faso,BFA,1977,0.183339998
Burkina Faso,BFA,1978,0.222760007
Burkina Faso,BFA,1979,0.229230002
Burkina Faso,BFA,1980,0.21322
Burkina Faso,BFA,1981,0.278349996
Burkina Faso,BFA,1982,0.426149994
Burkina Faso,BFA,1983,0.500909984
Burkina Faso,BFA,1984,0.539619982
Burkina Faso,BFA,1985,0.593140006
Burkina Faso,BFA,1986,0.611819983
Burkina Faso,BFA,1987,0.63894999
Burkina Faso,BFA,1988,0.678569973
Burkina Faso,BFA,1989,0.754429996
